timestamp,temperature,humidity,PM2.5,PM10,NO2,SO2,CO,AQI
2026-01-14 12:00:00,28.9,67.0,47.3,65.2,14.4,6.7,0.53,132
2026-01-14 13:00:00,31.3,69.0,15.2,84.2,17.9,6.3,0.53,65
2026-01-14 14:00:00,31.9,65.0,13.3,23.1,17.1,6.7,0.55,52
2026-01-14 15:00:00,33.8,,16.7,30.9,15.6,4.8,0.57,62
2026-01-14 16:00:00,31.0,70.0,15.7,68.8,14.7,5.3,0.54,59
2026-01-14 17:00:00,33.0,51.0,113.1,205.4,30.7,3.1,1.15,179
2026-01-14 18:00:00,32.5,63.0,34.6,103.4,27.9,3.2,1.11,99
2026-01-14 19:00:00,29.0,66.0,32.2,56.0,26.5,5.3,1.27,93
2026-01-14 20:00:00,27.3,71.0,32.0,62.9,26.3,6.8,1.09,94
2026-01-14 21:00:00,24.4,76.0,33.9,54.2,6.1,4.7,0.44,500
2026-01-14 22:00:00,25.6,74.0,10.2,26.7,7.6,4.8,0.34,44
2026-01-14 23:00:00,23.8,79.0,13.3,33.7,8.9,5.7,0.54,50
2026-01-15 00:00:00,20.0,82.0,59.0,113.2,13.1,8.3,0.42,154
2026-01-15 01:00:00,18.6,79.0,37.9,91.2,13.5,9.4,0.35,105
2026-01-15 02:00:00,17.3,87.0,37.2,93.3,9.4,8.7,0.51,104
2026-01-15 03:00:00,15.0,86.0,13.9,19.7,9.9,9.5,0.38,55
2026-01-15 04:00:00,20.0,73.0,61.1,89.3,15.9,7.8,0.42,155
2026-01-15 05:00:00,18.9,76.0,35.5,62.6,13.2,7.9,0.53,103
2026-01-15 06:00:00,21.1,79.0,14.2,57.0,9.7,8.8,0.38,51
2026-01-15 07:00:00,23.3,71.0,13.4,64.6,10.2,9.0,0.57,56
2026-01-15 08:00:00,24.2,76.0,94.7,158.8,23.3,3.8,0.95,170
2026-01-15 09:00:00,25.3,71.0,95.0,225.4,27.6,5.5,0.9,168
2026-01-15 10:00:00,30.8,59.0,93.3,153.9,24.2,6.9,1.06,172
2026-01-15 11:00:00,31.4,62.0,50.1,99.6,18.8,4.2,0.56,137
2026-01-15 12:00:00,31.8,57.0,46.4,61.9,14.8,6.4,0.77,129
2026-01-15 13:00:00,31.2,73.0,16.0,34.1,17.8,5.8,0.7,56
2026-01-15 14:00:00,31.9,61.0,45.2,112.9,16.2,4.8,0.57,126
2026-01-15 15:00:00,35.7,62.0,14.3,65.6,16.0,5.1,0.54,55
2026-01-15 16:00:00,,58.0,15.7,34.0,13.6,3.1,0.53,57
2026-01-15 17:00:00,32.8,59.0,35.4,88.7,27.9,5.4,1.19,100
2026-01-15 18:00:00,31.8,56.0,110.2,150.4,32.0,4.1,1.13,177
2026-01-15 19:00:00,31.2,63.0,111.4,226.7,31.2,4.6,1.09,180
2026-01-15 20:00:00,29.6,66.0,32.1,52.3,28.1,4.4,1.17,95
2026-01-15 21:00:00,26.7,69.0,21.2,86.1,9.4,5.1,0.39,64
2026-01-15 22:00:00,25.2,72.0,25.8,93.1,8.8,4.6,0.43,79
2026-01-15 23:00:00,20.6,72.0,16.7,61.4,9.4,7.1,0.43,60
2026-01-16 00:00:00,21.2,80.0,38.6,80.2,10.9,8.8,0.53,105
2026-01-16 01:00:00,21.9,77.0,37.1,65.6,9.4,7.9,0.49,103
2026-01-16 02:00:00,18.7,89.0,11.9,27.7,12.5,7.1,0.44,48
2026-01-16 03:00:00,18.1,84.0,10.0,27.9,12.0,6.4,0.62,45
2026-01-16 04:00:00,18.8,86.0,62.9,114.2,13.2,7.1,0.55,151
2026-01-16 05:00:00,19.5,82.0,13.1,30.9,14.3,9.0,0.46,47
2026-01-16 06:00:00,20.1,79.0,13.1,60.4,13.0,6.2,0.43,55
2026-01-16 07:00:00,23.8,67.0,65.4,93.2,14.4,7.0,0.48,156
2026-01-16 08:00:00,23.5,67.0,27.5,82.4,27.2,6.4,1.02,83
2026-01-16 09:00:00,26.7,70.0,27.9,54.2,26.0,2.7,0.92,500
2026-01-16 10:00:00,27.5,62.0,91.6,152.7,24.0,4.0,1.02,175
2026-01-16 11:00:00,28.3,60.0,48.3,70.9,15.3,6.7,0.65,130
2026-01-16 12:00:00,34.0,60.0,47.2,69.2,19.5,7.0,0.47,126
2026-01-16 13:00:00,33.4,59.0,15.6,61.7,15.9,5.3,0.57,55
2026-01-16 14:00:00,34.4,54.0,48.9,121.1,9.6,6.1,0.6,136
2026-01-16 15:00:00,34.9,65.0,75.8,129.6,12.9,4.6,0.52,158
2026-01-16 16:00:00,37.2,60.0,14.9,23.4,15.0,3.7,0.59,55
2026-01-16 17:00:00,30.9,70.0,115.2,199.7,33.6,3.7,1.26,184
2026-01-16 18:00:00,30.5,69.0,184.0,243.1,29.9,5.2,1.25,231
2026-01-16 19:00:00,31.5,66.0,34.9,57.8,29.1,5.3,1.15,99
2026-01-16 20:00:00,29.4,69.0,112.3,185.0,29.8,5.7,1.29,180
2026-01-16 21:00:00,24.1,70.0,20.2,70.6,5.9,4.6,0.41,66
2026-01-16 22:00:00,23.9,77.0,20.5,33.9,6.7,4.9,0.32,70
2026-01-16 23:00:00,21.4,76.0,58.5,150.1,12.9,6.8,0.49,153
2026-01-17 00:00:00,20.7,68.0,40.7,77.7,13.5,7.5,0.56,116
2026-01-17 01:00:00,20.6,83.0,13.9,63.1,11.1,8.4,0.53,55
2026-01-17 02:00:00,18.7,81.0,14.0,29.7,15.5,6.3,0.55,55
2026-01-17 03:00:00,21.1,74.0,74.2,171.4,15.8,8.7,0.61,160
2026-01-17 04:00:00,17.8,84.0,14.7,54.7,13.8,8.6,0.48,497
2026-01-17 05:00:00,19.0,81.0,67.0,105.3,14.0,5.5,0.62,156
2026-01-17 06:00:00,25.6,83.0,15.0,53.8,12.3,9.0,0.51,58
2026-01-17 07:00:00,21.6,72.0,19.4,39.9,9.4,7.7,0.6,65
2026-01-17 08:00:00,23.6,73.0,8.3,16.5,9.0,5.7,0.45,35
2026-01-17 09:00:00,25.9,70.0,11.8,30.4,12.7,3.7,0.35,49
2026-01-17 10:00:00,30.3,62.0,24.0,54.9,15.8,5.0,0.8,499
2026-01-17 11:00:00,30.8,65.0,92.3,169.4,15.0,6.5,0.73,168
2026-01-17 12:00:00,33.5,57.0,17.3,28.9,15.4,5.4,0.57,60
2026-01-17 13:00:00,30.8,68.0,94.0,144.7,16.7,4.9,0.6,168
2026-01-17 14:00:00,34.8,55.0,17.5,34.2,17.6,5.7,0.64,60
2026-01-17 15:00:00,34.5,57.0,40.9,63.9,9.5,5.4,0.31,111
2026-01-17 16:00:00,32.0,53.0,27.0,43.3,8.1,6.6,0.39,83
2026-01-17 17:00:00,35.3,57.0,8.5,23.0,9.0,5.1,0.36,33
2026-01-17 18:00:00,31.5,64.0,115.6,192.1,18.3,4.8,0.75,182
2026-01-17 19:00:00,31.7,56.0,67.7,97.4,,5.6,0.7,156
2026-01-17 20:00:00,27.6,65.0,24.5,74.3,22.7,4.7,0.82,79
2026-01-17 21:00:00,26.2,69.0,71.0,117.1,18.7,5.0,0.66,160
2026-01-17 22:00:00,23.3,74.0,9.4,69.3,9.3,4.1,0.39,58
2026-01-17 23:00:00,22.1,80.0,41.0,118.5,10.6,7.8,0.45,112
2026-01-18 00:00:00,19.7,86.0,68.7,139.8,16.4,7.4,0.4,159
2026-01-18 01:00:00,18.2,81.0,16.2,86.7,9.0,7.4,0.55,68
2026-01-18 02:00:00,19.7,83.0,17.2,39.2,13.0,7.8,0.58,63
2026-01-18 03:00:00,19.4,79.0,17.0,38.5,16.6,7.3,0.64,58
2026-01-18 04:00:00,19.6,76.0,41.2,105.3,11.5,6.7,0.33,115
2026-01-18 05:00:00,20.9,73.0,16.4,26.5,15.3,8.1,0.44,60
2026-01-18 06:00:00,21.8,84.0,39.9,85.5,15.1,8.6,0.49,108
2026-01-18 07:00:00,24.7,78.0,14.4,72.3,14.5,8.0,0.51,57
2026-01-18 08:00:00,25.1,68.0,24.4,36.8,10.8,5.8,0.24,77
2026-01-18 09:00:00,27.8,71.0,25.9,99.2,8.6,5.6,0.42,76
2026-01-18 10:00:00,31.5,69.0,22.4,100.4,14.0,5.3,0.69,70
2026-01-18 11:00:00,31.0,69.0,62.2,107.6,17.5,3.1,0.72,152
2026-01-18 12:00:00,35.0,53.0,19.8,44.7,13.6,5.2,0.75,69
2026-01-18 13:00:00,32.1,61.0,18.0,80.7,20.3,5.6,0.61,63
2026-01-18 14:00:00,34.2,61.0,58.3,84.5,13.8,4.5,0.63,155
2026-01-18 15:00:00,34.5,58.0,9.2,14.1,9.6,4.6,0.35,39
2026-01-18 16:00:00,33.4,59.0,14.6,29.9,13.5,4.9,0.33,56
2026-01-18 17:00:00,32.9,62.0,28.3,53.3,7.5,2.4,0.33,86
2026-01-18 18:00:00,32.9,59.0,23.6,69.3,19.3,4.4,0.68,75
2026-01-18 19:00:00,32.2,56.0,21.8,94.2,17.9,5.4,0.81,71
2026-01-18 20:00:00,27.0,70.0,68.5,164.0,22.3,5.5,0.84,157
2026-01-18 21:00:00,25.3,75.0,24.3,46.4,16.3,5.1,0.74,77
2026-01-18 22:00:00,23.9,64.0,9.8,59.7,9.1,4.8,0.4,52
2026-01-18 23:00:00,21.7,77.0,14.7,40.0,15.7,7.2,0.45,58
2026-01-19 00:00:00,20.7,80.0,15.1,79.8,13.5,8.2,0.54,62
2026-01-19 01:00:00,18.6,77.0,,125.9,11.9,7.8,0.46,152
2026-01-19 02:00:00,18.5,83.0,55.9,124.8,9.8,6.5,0.65,149
2026-01-19 03:00:00,19.6,79.0,12.3,23.3,10.8,7.5,0.56,52
2026-01-19 04:00:00,19.2,75.0,40.3,72.1,10.6,7.3,0.49,113
2026-01-19 05:00:00,19.5,81.0,54.0,125.0,12.8,7.9,0.36,141
2026-01-19 06:00:00,21.4,77.0,34.8,65.1,11.9,7.4,0.51,99
2026-01-19 07:00:00,24.4,64.0,13.1,71.3,11.4,7.4,0.56,57
2026-01-19 08:00:00,22.1,76.0,29.4,62.6,24.7,3.9,1.0,86
2026-01-19 09:00:00,28.0,63.0,30.6,40.1,,5.6,1.19,88
2026-01-19 10:00:00,28.0,67.0,94.2,154.3,26.9,6.1,0.98,499
2026-01-19 11:00:00,31.6,65.0,76.8,126.8,15.1,4.1,0.51,160
2026-01-19 12:00:00,32.4,58.0,15.6,34.9,12.3,4.6,0.56,57
2026-01-19 13:00:00,34.1,63.0,16.3,77.8,14.7,5.8,0.73,61
2026-01-19 14:00:00,34.8,48.0,46.0,143.2,13.9,7.7,0.58,127
2026-01-19 15:00:00,32.3,62.0,81.7,149.5,13.4,5.7,0.46,162
2026-01-19 16:00:00,36.4,53.0,16.7,38.0,17.3,4.4,0.53,57
2026-01-19 17:00:00,33.5,45.0,185.7,349.4,29.4,4.1,1.18,238
2026-01-19 18:00:00,31.0,70.0,30.6,95.3,27.2,4.4,1.06,86
2026-01-19 19:00:00,29.7,75.0,33.8,84.5,28.7,4.7,1.05,94
2026-01-19 20:00:00,25.6,71.0,31.4,87.1,24.8,6.0,1.07,93
2026-01-19 21:00:00,28.9,67.0,8.3,45.8,10.0,4.8,0.24,41
2026-01-19 22:00:00,26.3,62.0,21.8,36.5,7.6,6.8,0.3,69
2026-01-19 23:00:00,20.7,80.0,56.9,124.6,11.6,7.1,0.48,148
2026-01-20 00:00:00,21.7,79.0,60.3,83.8,9.9,5.9,0.41,155
2026-01-20 01:00:00,20.8,83.0,11.9,31.8,13.4,6.4,0.54,50
2026-01-20 02:00:00,19.6,77.0,35.6,64.8,8.5,7.8,0.56,101
2026-01-20 03:00:00,22.0,67.0,12.7,31.3,11.5,5.9,0.51,53
2026-01-20 04:00:00,19.2,79.0,56.3,131.4,12.6,9.5,0.56,154
2026-01-20 05:00:00,15.9,86.0,12.3,29.0,9.8,7.7,0.56,52
2026-01-20 06:00:00,17.4,94.0,14.8,73.9,12.7,7.2,0.43,61
2026-01-20 07:00:00,22.4,,36.7,64.8,13.7,6.2,0.41,102
2026-01-20 08:00:00,26.2,75.0,157.6,255.6,27.6,4.7,0.99,210
2026-01-20 09:00:00,25.9,69.0,33.4,61.3,25.4,5.8,1.02,92
2026-01-20 10:00:00,28.2,56.0,31.0,83.4,27.5,4.4,0.97,90
2026-01-20 11:00:00,30.8,68.0,77.0,125.9,15.1,4.6,0.54,163
2026-01-20 12:00:00,34.0,57.0,77.1,103.6,11.4,5.0,0.68,163
2026-01-20 13:00:00,30.5,65.0,47.1,68.2,16.9,5.5,0.69,130
2026-01-20 14:00:00,32.6,54.0,49.2,112.1,17.4,4.1,0.63,133
2026-01-20 15:00:00,34.1,60.0,75.2,181.7,15.2,6.5,0.69,162
2026-01-20 16:00:00,35.6,59.0,17.3,36.0,15.5,5.4,0.58,62
2026-01-20 17:00:00,32.9,63.0,32.0,55.4,29.8,4.6,1.23,93
2026-01-20 18:00:00,32.9,,34.2,88.5,27.2,4.7,1.01,98
2026-01-20 19:00:00,30.6,58.0,31.8,57.9,28.6,5.6,1.22,92
2026-01-20 20:00:00,29.7,65.0,111.1,148.5,27.8,6.6,1.13,177
2026-01-20 21:00:00,27.5,75.0,20.7,71.5,6.2,6.0,0.36,67
2026-01-20 22:00:00,24.8,77.0,36.9,130.8,11.4,4.1,0.42,104
2026-01-20 23:00:00,22.9,76.0,13.0,53.7,8.4,7.0,0.51,54
2026-01-21 00:00:00,20.9,78.0,13.3,59.6,13.4,9.0,0.37,54
2026-01-21 01:00:00,19.3,84.0,11.2,46.3,13.6,7.0,0.55,43
2026-01-21 02:00:00,21.1,78.0,12.1,20.7,10.3,7.2,0.57,499
2026-01-21 03:00:00,17.7,83.0,13.1,29.3,,8.4,0.5,51
2026-01-21 04:00:00,18.9,85.0,61.6,122.9,11.1,9.0,0.37,153
2026-01-21 05:00:00,18.8,82.0,12.9,68.4,12.8,8.9,0.46,59
2026-01-21 06:00:00,23.5,81.0,11.7,59.2,10.7,6.3,0.48,52
2026-01-21 07:00:00,24.2,70.0,13.7,23.7,14.3,4.8,0.48,53
2026-01-21 08:00:00,23.9,82.0,95.9,158.8,23.9,5.8,0.89,171
2026-01-21 09:00:00,28.5,70.0,93.8,152.4,26.0,4.0,0.84,165
2026-01-21 10:00:00,30.0,65.0,159.0,269.3,24.2,5.0,0.89,209
2026-01-21 11:00:00,30.4,66.0,47.4,107.1,14.0,4.3,0.6,128
2026-01-21 12:00:00,34.6,56.0,15.5,84.7,12.3,5.8,0.37,63
2026-01-21 13:00:00,35.1,52.0,76.9,128.1,16.2,4.2,0.64,164
2026-01-21 14:00:00,35.7,57.0,14.3,86.0,13.0,6.1,0.67,64
2026-01-21 15:00:00,33.6,56.0,13.9,26.4,14.4,5.4,0.66,56
2026-01-21 16:00:00,34.2,57.0,46.9,99.0,14.8,6.5,0.53,128
2026-01-21 17:00:00,35.5,56.0,113.7,210.7,27.8,5.8,1.19,181
2026-01-21 18:00:00,32.5,61.0,33.5,83.9,26.6,5.2,1.14,96
2026-01-21 19:00:00,31.5,52.0,39.2,66.9,32.2,5.2,1.06,109
2026-01-21 20:00:00,,71.0,182.9,339.3,29.7,5.4,1.11,234
2026-01-21 21:00:00,25.8,55.0,22.7,39.8,7.3,5.3,0.45,72
2026-01-21 22:00:00,24.3,71.0,35.2,59.8,7.7,6.4,0.31,101
2026-01-21 23:00:00,20.8,82.0,55.5,100.5,10.0,7.8,0.39,150
2026-01-22 00:00:00,22.6,80.0,16.1,84.8,12.1,7.7,0.53,68
2026-01-22 01:00:00,19.3,64.0,11.6,72.0,8.6,6.6,0.7,58
2026-01-22 02:00:00,20.1,76.0,11.7,28.3,11.4,6.7,0.44,45
2026-01-22 03:00:00,18.2,82.0,,65.2,13.0,7.5,0.37,100
2026-01-22 04:00:00,18.6,74.0,37.3,56.7,10.1,6.9,0.57,103
2026-01-22 05:00:00,20.3,77.0,57.8,104.5,13.3,7.3,0.47,151
2026-01-22 06:00:00,19.8,80.0,14.3,34.0,11.6,8.6,0.58,55
2026-01-22 07:00:00,23.0,75.0,16.5,28.1,14.7,6.9,0.42,60
2026-01-22 08:00:00,25.7,70.0,94.2,129.5,27.8,5.5,1.03,171
2026-01-22 09:00:00,24.9,84.0,154.1,265.8,26.7,6.1,1.01,204
2026-01-22 10:00:00,28.1,63.0,26.6,51.7,23.6,4.7,1.01,81
2026-01-22 11:00:00,32.7,73.0,18.6,32.4,11.9,5.6,0.53,66
2026-01-22 12:00:00,33.9,66.0,48.0,70.2,15.4,4.8,0.62,132
2026-01-22 13:00:00,33.1,64.0,47.4,87.9,13.0,4.0,0.54,129
2026-01-22 14:00:00,32.9,60.0,18.8,72.7,13.3,3.8,0.47,65
2026-01-22 15:00:00,34.1,54.0,17.2,31.6,13.6,6.5,0.65,62
2026-01-22 16:00:00,32.6,62.0,16.8,65.1,16.6,5.3,0.51,62
2026-01-22 17:00:00,35.0,51.0,113.2,183.2,26.4,5.1,1.25,176
2026-01-22 18:00:00,34.8,63.0,183.9,290.6,28.4,5.6,1.16,233
2026-01-22 19:00:00,29.9,58.0,187.5,290.3,32.5,6.2,1.1,235
2026-01-22 20:00:00,28.3,69.0,188.3,290.4,29.7,6.3,1.18,238
2026-01-22 21:00:00,26.7,64.0,9.0,74.5,7.7,5.0,0.28,63
2026-01-22 22:00:00,24.3,80.0,8.4,24.2,11.6,5.6,0.18,33
2026-01-22 23:00:00,24.5,83.0,13.4,32.0,13.1,9.2,0.46,54
2026-01-23 00:00:00,21.5,89.0,34.9,68.3,11.6,6.7,0.29,99
2026-01-23 01:00:00,22.6,67.0,36.1,53.3,8.4,7.3,0.54,99
2026-01-23 02:00:00,20.7,81.0,12.6,84.3,11.3,7.0,0.48,66
2026-01-23 03:00:00,19.0,81.0,13.9,83.5,11.9,6.9,0.47,61
2026-01-23 04:00:00,22.5,70.0,12.9,71.4,9.5,8.1,0.46,59
2026-01-23 05:00:00,21.3,75.0,12.9,33.0,15.2,8.0,0.52,49
2026-01-23 06:00:00,20.9,74.0,36.0,62.2,8.4,8.0,0.55,101
2026-01-23 07:00:00,23.3,73.0,,39.2,11.7,7.2,0.46,58
2026-01-23 08:00:00,,66.0,28.7,65.2,25.5,4.5,1.0,85
2026-01-23 09:00:00,24.4,69.0,96.4,211.8,25.1,6.2,1.03,174
2026-01-23 10:00:00,27.4,69.0,26.2,45.4,25.4,5.3,0.97,81
2026-01-23 11:00:00,30.9,59.0,47.6,137.4,,4.5,0.47,134
2026-01-23 12:00:00,32.4,59.0,16.6,36.2,14.9,5.3,0.53,61
2026-01-23 13:00:00,35.6,,78.9,179.4,12.5,5.2,0.5,163
2026-01-23 14:00:00,33.9,71.0,49.0,82.1,14.6,5.9,0.71,132
2026-01-23 15:00:00,32.4,59.0,14.6,31.5,14.1,5.2,0.6,56
2026-01-23 16:00:00,35.3,61.0,17.0,73.7,15.5,5.8,0.55,60
2026-01-23 17:00:00,33.0,63.0,32.3,61.6,31.1,4.8,1.23,93
2026-01-23 18:00:00,32.4,60.0,112.3,180.4,31.0,5.2,1.02,180
2026-01-23 19:00:00,29.6,59.0,33.3,60.1,28.8,5.2,1.22,97
2026-01-23 20:00:00,28.2,66.0,111.0,174.3,27.9,6.6,1.08,175
2026-01-23 21:00:00,28.5,75.0,6.8,15.6,9.4,4.8,0.34,28
2026-01-23 22:00:00,26.4,60.0,35.0,63.3,7.8,5.0,0.48,97
2026-01-23 23:00:00,20.6,81.0,14.1,23.8,12.3,8.4,0.67,56
2026-01-24 00:00:00,23.0,72.0,43.8,84.5,13.5,6.8,0.6,119
2026-01-24 01:00:00,21.0,78.0,39.6,61.7,19.3,6.5,0.5,111
2026-01-24 02:00:00,20.1,84.0,41.1,71.0,16.7,9.8,0.57,116
2026-01-24 03:00:00,18.5,78.0,14.9,69.4,15.3,7.6,0.49,54
2026-01-24 04:00:00,20.4,81.0,13.9,24.8,15.0,6.1,0.5,53
2026-01-24 05:00:00,19.4,83.0,12.3,30.3,13.9,8.0,0.63,49
2026-01-24 06:00:00,22.9,72.0,15.3,31.2,15.3,9.7,0.57,59
2026-01-24 07:00:00,22.4,81.0,13.0,28.9,11.8,7.7,0.48,54
2026-01-24 08:00:00,26.4,73.0,27.8,57.1,12.2,5.8,0.25,82
2026-01-24 09:00:00,29.0,64.0,38.1,118.1,11.2,5.5,0.38,106
2026-01-24 10:00:00,30.3,67.0,93.2,136.8,16.7,6.2,0.62,173
2026-01-24 11:00:00,28.8,65.0,17.8,92.9,14.0,5.0,0.66,71
2026-01-24 12:00:00,33.0,54.0,94.8,194.5,15.1,3.6,0.62,167
2026-01-24 13:00:00,34.7,64.0,58.2,146.4,15.5,4.7,0.64,150
2026-01-24 14:00:00,34.2,62.0,19.5,34.3,18.8,6.2,0.61,67
2026-01-24 15:00:00,34.9,56.0,9.4,26.7,11.0,5.6,0.41,41
2026-01-24 16:00:00,33.9,63.0,9.7,25.7,5.9,4.6,0.37,38
2026-01-24 17:00:00,34.0,57.0,9.7,28.2,8.8,6.8,0.29,37
2026-01-24 18:00:00,31.0,63.0,21.5,52.3,23.1,4.7,0.82,72
2026-01-24 19:00:00,29.4,69.0,21.5,51.4,22.1,3.7,0.67,66
2026-01-24 20:00:00,28.0,68.0,24.2,50.6,16.4,4.6,0.79,76
2026-01-24 21:00:00,25.8,67.0,19.7,65.8,17.7,5.2,0.65,69
2026-01-24 22:00:00,24.6,78.0,11.4,27.1,8.5,4.6,0.31,49
2026-01-24 23:00:00,22.9,70.0,41.6,85.0,13.0,8.3,0.61,115
2026-01-25 00:00:00,20.2,70.0,12.7,20.2,15.0,8.0,0.56,46
2026-01-25 01:00:00,19.3,77.0,13.1,33.7,10.7,9.4,0.56,50
2026-01-25 02:00:00,18.6,82.0,17.7,59.9,15.4,7.4,0.47,59
2026-01-25 03:00:00,18.6,82.0,18.5,81.1,12.7,7.7,0.66,65
2026-01-25 04:00:00,18.7,79.0,64.6,111.4,10.8,8.2,0.37,158
2026-01-25 05:00:00,21.6,77.0,15.8,87.1,12.0,7.2,0.5,69
2026-01-25 06:00:00,20.8,89.0,13.6,32.2,13.7,9.2,0.5,55
2026-01-25 07:00:00,24.0,77.0,67.6,145.3,11.3,5.1,0.52,156
2026-01-25 08:00:00,25.2,75.0,25.7,65.4,11.1,5.6,0.36,77
2026-01-25 09:00:00,28.9,69.0,7.6,17.6,11.3,4.6,0.32,30
2026-01-25 10:00:00,30.8,63.0,18.5,72.1,15.7,5.7,0.78,62
2026-01-25 11:00:00,31.0,63.0,19.1,63.5,20.4,6.9,0.78,65
2026-01-25 12:00:00,32.2,53.0,61.0,108.0,18.3,6.7,0.62,156
2026-01-25 13:00:00,33.9,63.0,19.0,37.4,15.8,5.9,0.68,66
2026-01-25 14:00:00,36.4,58.0,18.2,36.9,17.2,4.7,0.59,67
2026-01-25 15:00:00,33.4,59.0,9.0,44.9,13.1,5.6,0.49,40
2026-01-25 16:00:00,33.8,45.0,24.0,34.1,11.7,5.4,0.43,75
2026-01-25 17:00:00,32.7,66.0,10.9,26.3,10.0,5.7,0.38,44
2026-01-25 18:00:00,32.4,66.0,69.0,110.6,20.9,5.4,0.74,159
2026-01-25 19:00:00,31.3,63.0,110.9,176.7,19.1,4.9,0.81,179
2026-01-25 20:00:00,28.7,58.0,69.2,162.0,16.9,6.7,0.86,158
2026-01-25 21:00:00,26.4,71.0,69.1,136.3,23.6,4.2,0.75,158
2026-01-25 22:00:00,26.2,67.0,23.7,69.9,9.0,7.0,0.29,77
2026-01-25 23:00:00,24.6,64.0,14.1,37.5,16.2,6.9,0.53,53
2026-01-26 00:00:00,21.4,70.0,16.2,67.4,11.1,7.8,0.54,60
2026-01-26 01:00:00,16.6,90.0,,38.0,12.4,8.9,0.51,64
2026-01-26 02:00:00,17.9,81.0,35.1,61.5,10.5,7.4,0.59,97
2026-01-26 03:00:00,18.0,77.0,36.0,88.7,11.2,6.9,0.47,103
2026-01-26 04:00:00,19.3,79.0,10.4,29.2,13.1,8.0,0.55,45
2026-01-26 05:00:00,19.8,71.0,13.4,60.5,12.8,7.2,0.52,53
2026-01-26 06:00:00,22.3,67.0,10.7,23.6,11.3,7.3,0.29,42
2026-01-26 07:00:00,21.4,78.0,13.5,35.2,10.9,7.3,0.53,56
2026-01-26 08:00:00,24.1,74.0,26.7,54.4,26.0,5.3,1.0,500
2026-01-26 09:00:00,28.2,61.0,154.4,236.1,27.8,3.8,0.98,202
2026-01-26 10:00:00,30.0,63.0,30.6,57.2,23.6,3.3,1.02,88
2026-01-26 11:00:00,30.8,60.0,81.9,132.0,18.4,5.0,0.64,163
2026-01-26 12:00:00,33.2,53.0,13.4,23.9,15.1,6.0,0.48,55
2026-01-26 13:00:00,34.1,66.0,14.7,33.8,11.3,2.7,0.61,56
2026-01-26 14:00:00,34.4,57.0,14.2,70.3,14.9,5.6,0.64,62
2026-01-26 15:00:00,31.9,61.0,18.7,42.3,16.8,6.6,0.6,63
2026-01-26 16:00:00,31.2,66.0,47.4,91.0,12.9,7.0,0.63,128
2026-01-26 17:00:00,33.7,68.0,31.9,97.5,28.5,5.1,1.07,94
2026-01-26 18:00:00,33.1,58.0,110.3,183.6,26.6,3.7,1.31,175
2026-01-26 19:00:00,30.6,63.0,115.6,160.3,29.5,4.7,1.21,180
2026-01-26 20:00:00,27.2,60.0,32.1,60.4,28.5,4.0,1.24,90
2026-01-26 21:00:00,26.9,68.0,9.7,20.8,7.7,5.4,0.39,38
2026-01-26 22:00:00,27.0,64.0,24.1,41.4,6.5,3.5,0.32,77
2026-01-26 23:00:00,23.6,67.0,12.1,30.2,11.5,8.3,0.37,496
2026-01-27 00:00:00,22.2,81.0,38.2,68.8,10.9,5.1,0.51,112
2026-01-27 01:00:00,20.2,69.0,11.8,29.8,15.3,6.7,0.52,48
2026-01-27 02:00:00,21.3,80.0,10.7,48.7,9.9,7.2,0.52,46
2026-01-27 03:00:00,22.2,77.0,55.4,88.9,13.3,7.8,0.57,500
2026-01-27 04:00:00,18.0,79.0,35.7,68.5,10.9,6.8,0.59,104
2026-01-27 05:00:00,22.9,86.0,14.3,22.2,12.0,6.1,0.52,57
2026-01-27 06:00:00,20.6,84.0,11.1,20.7,11.1,8.3,0.44,46
2026-01-27 07:00:00,23.4,83.0,11.4,51.5,12.1,6.2,0.59,48
2026-01-27 08:00:00,26.4,76.0,28.5,106.4,28.6,5.1,0.97,82
2026-01-27 09:00:00,27.4,70.0,92.8,209.2,23.0,6.8,1.16,170
2026-01-27 10:00:00,31.7,59.0,95.5,177.9,26.5,6.1,0.9,172
2026-01-27 11:00:00,29.3,64.0,49.0,83.5,12.4,4.6,0.51,132
2026-01-27 12:00:00,32.5,65.0,13.6,67.8,13.5,6.3,0.57,54
2026-01-27 13:00:00,34.5,58.0,53.0,133.7,15.1,5.6,0.78,143
2026-01-27 14:00:00,34.5,58.0,15.1,24.8,14.9,4.5,0.43,55
2026-01-27 15:00:00,34.5,59.0,21.3,42.5,16.2,6.0,0.66,72
2026-01-27 16:00:00,38.3,50.0,19.0,40.4,15.7,6.1,0.48,67
2026-01-27 17:00:00,34.7,63.0,111.4,224.4,34.3,5.8,1.16,181
2026-01-27 18:00:00,32.3,73.0,34.9,57.4,30.7,4.9,1.2,100
2026-01-27 19:00:00,31.4,58.0,117.0,169.7,26.3,6.5,1.28,183
2026-01-27 20:00:00,31.1,64.0,31.5,51.4,27.7,5.1,1.22,92
2026-01-27 21:00:00,27.7,70.0,9.7,18.4,9.1,5.9,0.27,41
2026-01-27 22:00:00,25.5,68.0,35.8,59.7,6.8,5.7,0.3,101
2026-01-27 23:00:00,20.4,73.0,36.7,67.5,13.0,6.7,0.46,101
2026-01-28 00:00:00,22.8,71.0,,23.8,9.5,8.6,0.58,52
